"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@KatieJoCox @HamCoHealthIN So the vaccine stops infection and transmission?Ottawa Senators' COVID outbreak forces 3… https://t.co/cAYWB95M93",FALSE,0,"KatieJoCox",2021-11-17 15:13:54,TRUE,"1460644599186313219","1460989582162468865","42095020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","keene16_keene",0,FALSE,FALSE,NA,NA
"2","RT @7NewsAdelaide: BRACING FOR COVID: Face masks have become the defining symbol of this pandemic. Whether you like them or not, they are h…",FALSE,0,NA,2021-11-17 15:13:54,FALSE,NA,"1460989581671731210",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","stuckbigfoot1",1414,TRUE,FALSE,NA,NA
"3","New post: US leaders urge Covid boosters for all ahead of expected FDA authorization 17 Novembre 2021 https://t.co/kEF06QG3sQ",FALSE,0,NA,2021-11-17 15:13:54,FALSE,NA,"1460989581663391747",NA,"<a href=""http://www.newsandsociety.net/eapo/"" rel=""nofollow"">PiuE-Twitter</a>","AssPiuE",0,FALSE,FALSE,NA,NA
"4","RT @EssexPR: 100% of people were vaccinated in Gibraltar, are you getting it now?
Vaccinated people can and will spread COVID, as Boris adm…",FALSE,0,NA,2021-11-17 15:13:54,FALSE,NA,"1460989581608771587",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ronnocm2",886,TRUE,FALSE,NA,NA
"5","RT @nytimes: Breaking News: Over 100,000 people in the U.S. died of drug overdoses as the pandemic spread, surpassing the toll of gun viole…",FALSE,0,NA,2021-11-17 15:13:54,FALSE,NA,"1460989581495619590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanDePetris",95,TRUE,FALSE,NA,NA
"6","@CityNewsTO The COVID vaccines were prepared by the CCP in a very deliberate manner long ago! The most challenging… https://t.co/icdxs5BXS8",FALSE,0,"CityNewsTO",2021-11-17 15:13:54,TRUE,"1460977543054512139","1460989580560195589","12993222","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heyjo69425785",0,FALSE,FALSE,NA,NA
"7","RT @thereclaimparty: GERMANY is considering a lockdown for the unvaccinated only - following in Austria’s footsteps 

Would you support a U…",FALSE,0,NA,2021-11-17 15:13:54,FALSE,NA,"1460989579297701896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeanTubeGaming",166,TRUE,FALSE,NA,NA
"8","RT @luigi_warren: More people died in the key clinical trial for Pfizer's Covid vaccine than the company publicly reported https://t.co/B9r…",FALSE,0,NA,2021-11-17 15:13:54,FALSE,NA,"1460989579209715717",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We0utside",151,TRUE,FALSE,NA,NA
"9","I feel like at this point, taking a COVID test ahead of travel is just going to be a part of the process. I certain… https://t.co/nOXTdLDnYS",FALSE,0,NA,2021-11-17 15:13:54,TRUE,NA,"1460989579142569984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","onlyAshleigh",0,FALSE,FALSE,NA,NA
"10","RT @tedfrank: This is brilliant from @slatestarcodex. Why did Ivermectin have such wildly different results in studies? Turns out: parasite…",FALSE,0,NA,2021-11-17 15:13:54,FALSE,NA,"1460989578458898444",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RHPeel",17,TRUE,FALSE,NA,NA
"11","Man Covid really helped everyone become a scientist Everyone knows how masks and vaccines work now along with flu t… https://t.co/DO75z18hPm",FALSE,0,NA,2021-11-17 15:13:54,TRUE,NA,"1460989578404413441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iandrewmoss",0,FALSE,FALSE,NA,NA
"12","@KaylaChowShow Trump is still my President.
COVID is not even real.

(Please note, I do not believe this, she asked… https://t.co/otZFppF7vs",FALSE,0,"KaylaChowShow",2021-11-17 15:13:53,TRUE,"1460764711394369537","1460989578073026569","1945765621","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","three_rs",0,FALSE,FALSE,NA,NA
"13","RT @GeenaJagger: WINNING🇺🇲✌🏽
OSHA has suspended the enforcement of the Biden administration’s COVID-19
jab mandate for private businesses
h…",FALSE,0,NA,2021-11-17 15:13:53,FALSE,NA,"1460989576932114442",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RN_Destiny",25,TRUE,FALSE,NA,NA
"14","RT @TripleThreat_MD: I didn’t fully understand the true impacts of long haul COVID-19 in children until starting my rotation in pediatric c…",FALSE,0,NA,2021-11-17 15:13:53,FALSE,NA,"1460989576177201156",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","infobancaetica",4212,TRUE,FALSE,NA,NA
"15","RT @FurnessColin: The ON announcement that Shoppers Drug Mart will welcome symptomatic people for COVID testing is uncommonly stupid, even…",FALSE,0,NA,2021-11-17 15:13:53,FALSE,NA,"1460989576076537865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GangstaOtter",433,TRUE,FALSE,NA,NA
"16","RT @PippaCrerar: Health Minister Gillian Keegan claims the government has been ""unable to locate"" formal minutes of the KEY meeting between…",FALSE,0,NA,2021-11-17 15:13:53,FALSE,NA,"1460989575950647308",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LuccketiMandy",546,TRUE,FALSE,NA,NA
"17","💡Covid gave us all as sense of urgency – keep moving fast and accelerate delivery
💡Invest in quality services
💡Covi… https://t.co/xUScn4MsIV",FALSE,0,"WhatWorksIrl",2021-11-17 15:13:53,TRUE,"1460989573425774592","1460989575640326147","1313475203775819776","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WhatWorksIrl",0,FALSE,FALSE,NA,NA
"18","RT @NewscheckerIn: #NewscheckerExclusive: A Canadian Website falsely claims @Pfizer CEO @AlbertBourla's wife Myriam Bourla “died from compl…",FALSE,0,NA,2021-11-17 15:13:53,FALSE,NA,"1460989574172262401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raspmarytea",80,TRUE,FALSE,NA,NA
"19","@zendust2 Let's see this like this, my principal has clearly said that if u do not appear in physical mode then u h… https://t.co/bUQQfFhJW5",FALSE,0,"zendust2",2021-11-17 15:13:52,TRUE,"1460928330836766721","1460989573517959175","1450790725788966929","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","R3F3LX",0,FALSE,FALSE,NA,NA
"20","RT @JoshC0301: For @FAIRmediawatch, I wrote about how the US/UK media &amp; libertarian pundits like Glenn Greenwald are wrong to mock New Zeal…",FALSE,0,NA,2021-11-17 15:13:52,FALSE,NA,"1460989573371203589",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FAIRmediawatch",48,TRUE,FALSE,NA,NA
"21","@mitch1111 @katetscott @sixers Embiid is out from Covid. You can’t keep up mentally. Have a good day.",FALSE,0,"mitch1111",2021-11-17 15:13:52,FALSE,"1460989349865172997","1460989573291548677","24337802","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayoitskmo",0,FALSE,FALSE,NA,NA
"22","RT @verycentrist: @DrEliDavid Nobody has ever claimed that the vaccine stops you catching covid. What it does do is dramatically reduce the…",FALSE,0,NA,2021-11-17 15:13:52,FALSE,NA,"1460989572725321733",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","renemccoll",2,TRUE,FALSE,NA,NA
"23","RT @sleepisocialist: Just saw a TikTok from a young girl who developed parosmia from COVID - now every single thing she eats or drinks tast…",FALSE,0,NA,2021-11-17 15:13:52,FALSE,NA,"1460989572624519168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigCatMuggsy21",13330,TRUE,FALSE,NA,NA
"24","@FATPHOBITCH i have covid but im almost to my gw so im not bothered",FALSE,0,"FATPHOBITCH",2021-11-17 15:13:52,FALSE,"1460989045324992518","1460989572050034690","1286399214012862464","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STARVEFORZORO",0,FALSE,FALSE,NA,NA
"25","RT @freedomcaucus: HFC formally opposes funding federal government over COVID-19 vaccine mandates https://t.co/0qlNrFOaoo",FALSE,0,NA,2021-11-17 15:13:52,FALSE,NA,"1460989571706109956",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CongressmanHice",2,TRUE,FALSE,NA,NA
"26","RT @sleepisocialist: Just saw a TikTok from a young girl who developed parosmia from COVID - now every single thing she eats or drinks tast…",FALSE,0,NA,2021-11-17 15:13:52,FALSE,NA,"1460989571517267969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miguel3574",13330,TRUE,FALSE,NA,NA
"27","@raveyote See here! https://t.co/uZyauv4Dxx ☺️",FALSE,0,"raveyote",2021-11-17 15:13:52,FALSE,"1460989384086507520","1460989570917490694","2391091274","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sailorrooscout",0,FALSE,FALSE,NA,NA
"28","New post: Covid live: Czech Republic to ban unvaccinated from public events; high cases in 17 Novembre 2021 https://t.co/qvIKo7CyrV",FALSE,0,NA,2021-11-17 15:13:52,FALSE,NA,"1460989570577805313",NA,"<a href=""http://www.newsandsociety.net/eapo/"" rel=""nofollow"">PiuE-Twitter</a>","AssPiuE",0,FALSE,FALSE,NA,NA
"29","RT @geoffberner: For the BC Press: Are you done? Are you done stenographying for this government, and ready to hold them to account? Do you…",FALSE,0,NA,2021-11-17 15:13:51,FALSE,NA,"1460989569558462473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CrappyStuff",14,TRUE,FALSE,NA,NA
"30","RT @goldstocktrades: Outrage over plan for used Covid-19 swabs…selling your DNA! I never understood why everyone went crazy over testing!…",FALSE,0,NA,2021-11-17 15:13:51,FALSE,NA,"1460989569298583556",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mercedes06071",2,TRUE,FALSE,NA,NA
"31","idk man i don’t think that i should be able to go to my internship if someone in my household tests positive for co… https://t.co/8VrIih9c2V",FALSE,0,NA,2021-11-17 15:13:51,TRUE,NA,"1460989569051021316",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abigaillynn67",0,FALSE,FALSE,NA,NA
"32","RT @Novavax: PRESS RELEASE: Novavax Confirms European Medicines Agency Review of COVID-19 Vaccine Filing for Conditional Marketing Authoriz…",FALSE,0,NA,2021-11-17 15:13:51,FALSE,NA,"1460989568996544522",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pulsinwestora",6,TRUE,FALSE,NA,NA
"33","RT @ChinaScience: The Philippines' Food and Drug Administration (FDA) has approved the use of China's #Sinovac CoronaVac vaccine as booster…",FALSE,0,NA,2021-11-17 15:13:51,FALSE,NA,"1460989568841396226",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sebastian_cura",10,TRUE,FALSE,NA,NA
"34","Out of curiosity, do any of my followers also have long covid issues? I have ended up with frequent migraines and r… https://t.co/LuSi5StI5x",FALSE,0,NA,2021-11-17 15:13:51,TRUE,NA,"1460989568526827525",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","pseudandry12",0,FALSE,FALSE,NA,NA
"35","RT @EricTopol: Inside Israel's Booster Gamble
""Israel was able to achieve the goal of dealing with Covid and the fourth wave, while keeping…",FALSE,0,NA,2021-11-17 15:13:51,FALSE,NA,"1460989568245768194",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CovidReader",73,TRUE,FALSE,NA,NA
"36","@CatgirlTwincest @caitoz Yes, it does. The leading capitalist governments which have all implemented the destructio… https://t.co/oQtIGpj8wF",FALSE,0,"CatgirlTwincest",2021-11-17 15:13:51,TRUE,"1460799415417905154","1460989568145047555","846974282257371136","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","jamezsofunny",0,FALSE,FALSE,NA,NA
"37","RT @JamieMcIntosh: My article just published: 

The Case for Constant Adaptation: The Ongoing Need for a Global Response to Protect The Ext…",FALSE,0,NA,2021-11-17 15:13:51,FALSE,NA,"1460989567348129793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kkeating11",3,TRUE,FALSE,NA,NA
"38","RT @SpencerKSchiff: @DrEliDavid Nobody is dying of Covid in Gibraltar. The most important aspect of the vaccine is that it protects against…",FALSE,0,NA,2021-11-17 15:13:51,FALSE,NA,"1460989567138414597",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","renemccoll",9,TRUE,FALSE,NA,NA
"39","Horrible. Knee jerk reactions and blanket decisions by politicians have real life consequences. The impact of the p… https://t.co/xOHjCqM19K",FALSE,0,NA,2021-11-17 15:13:51,TRUE,NA,"1460989566396030976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","achambersgop",0,FALSE,FALSE,NA,NA
"40","RT @ZubyMusic: What's crazy is that to this day, we still don't know how many people have died directly from (not with) Covid-19.

And what…",FALSE,0,NA,2021-11-17 15:13:50,FALSE,NA,"1460989565510979589",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OCmartialarts",2636,TRUE,FALSE,NA,NA
"41","RT @CTMCHC: Is the NHS getting better after COVID and what has it meant for you? https://t.co/S7SmTZdGyC",FALSE,0,NA,2021-11-17 15:13:50,FALSE,NA,"1460989564240207880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BywNawr",1,TRUE,FALSE,NA,NA
"42","RT @ItisVin: In this interview Director Siva sir said that when #Annaatthe making videos are out, Fans will be surprised and shocked to see…",FALSE,0,NA,2021-11-17 15:13:50,FALSE,NA,"1460989563585761281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aiswaryac4",12,TRUE,FALSE,NA,NA
"43","@karmagitya Humm, did he have the covid ""vaccine""???????? My guess is yes, but they will never admit it.💀",FALSE,0,"karmagitya",2021-11-17 15:13:50,FALSE,"1460885269570154500","1460989562944032771","870031147538960385","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jennife30172616",0,FALSE,FALSE,NA,NA
"44","If bill gates was to suddenly die I believe covid would be over. He’s the fucking virus. Lock the mad evil scumbag up",FALSE,0,NA,2021-11-17 15:13:50,FALSE,NA,"1460989562919034888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JLJLewis91",0,FALSE,FALSE,NA,NA
"45","RT @1813Doncarlo: Trump knew how lethal Covid was but was still willing to let hundreds of thousands of Americans die of Covid in order to…",FALSE,0,NA,2021-11-17 15:13:49,FALSE,NA,"1460989561014657024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GonzoNorthWest",11,TRUE,FALSE,NA,NA
"46","RT @CheshireEast: Worried about #COVID? There are with/without symptoms PCR testing units at: King St Car Park #Knutsford WA16 6DX; #Maccle…",FALSE,0,NA,2021-11-17 15:13:49,FALSE,NA,"1460989560679276545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HealthwatchCE",10,TRUE,FALSE,NA,NA
"47","That’s only like 10x the number of COVID deaths in NY. Was it worth it? https://t.co/nsR2jp9wdg",FALSE,0,NA,2021-11-17 15:13:49,FALSE,NA,"1460989559966158856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheMaskInvestor",0,FALSE,FALSE,NA,NA
"48","RT @LeeHurstComic: There is no longer any point arguing about covid. All the information is available contradicting the MSM and govt. They…",FALSE,0,NA,2021-11-17 15:13:49,FALSE,NA,"1460989559861350404",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marlamans",644,TRUE,FALSE,NA,NA
"49","RT @Biffboff2: Friend’s brother taken by ambulance - blue light - to hospital with a heart attack.

One doctor only (awake?) asked if he ha…",FALSE,0,NA,2021-11-17 15:13:49,FALSE,NA,"1460989557785214984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thecapnjustice",541,TRUE,FALSE,NA,NA
"50","RT @AP: For the first time, 100,000 Americans died of drug overdoses in one year, U.S. health officials say. One reason cited is the growin…",FALSE,0,NA,2021-11-17 15:13:49,FALSE,NA,"1460989557554438144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","matteroffacttv",54,TRUE,FALSE,NA,NA
"51","@LozzaFox Had #Covid in March'20, very sure of that since I had the symptoms one week before the lockdown started i… https://t.co/mGNZu64zaX",FALSE,0,"LozzaFox",2021-11-17 15:13:49,TRUE,"1460982480148783110","1460989557504159744","81371986","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","antmx4",0,FALSE,FALSE,NA,NA
"52","RT @RepThomasMassie: In this facility, in the span of less than two months, 8 died. 87 of 89 infected were fully vaccinated. How can anyone…",FALSE,0,NA,2021-11-17 15:13:48,FALSE,NA,"1460989556916850690",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","raw_binhood",667,TRUE,FALSE,NA,NA
"53","RT @40thMonctonian1: To follow all the results and schedule,  follow along here:

https://t.co/zJhvpAZQce

As a result of COVID restriction…",FALSE,0,NA,2021-11-17 15:13:48,FALSE,NA,"1460989556426170372",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bedford_Barons",4,TRUE,FALSE,NA,NA
"54","RT @sleepisocialist: Just saw a TikTok from a young girl who developed parosmia from COVID - now every single thing she eats or drinks tast…",FALSE,0,NA,2021-11-17 15:13:48,FALSE,NA,"1460989555474145280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_marygolden",13330,TRUE,FALSE,NA,NA
"55","Year ending in April was ""the first time the number of #overdose deaths in the US ...exceeded 100,000 a year, more… https://t.co/xJXigwcb9H",FALSE,0,NA,2021-11-17 15:13:48,TRUE,NA,"1460989555297984518",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AmyResnick",0,FALSE,FALSE,NA,NA
"56","RT @RWMaloneMD: Think the government intends for these mandates, frequent boosters and EUA vaccines to children to end anytime soon?
""The U…",FALSE,0,NA,2021-11-17 15:13:48,FALSE,NA,"1460989554052243468",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jo333Sav",1510,TRUE,FALSE,NA,NA
"57","@Mar_E_ You'll never guess what we did in Ireland?

We vaccinated 75% of the population and then didn't bother to m… https://t.co/4liEMT9OFY",FALSE,0,"Mar_E_",2021-11-17 15:13:48,TRUE,"1460988732878827524","1460989553788043266","313476146","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UselessSpy",0,FALSE,FALSE,NA,NA
"58","RT @OliviaTroye: 🧵1of5:The latest reporting on these emails &amp; testimonies on the extent to which former Trump WH officials interfered with…",FALSE,0,NA,2021-11-17 15:13:48,FALSE,NA,"1460989553297092608",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Itasanders",792,TRUE,FALSE,NA,NA
"59","RT @UnityNewsNet: Members of the public driving past could be heard sounding their horns in support of the campaigners.

Read Now: https://…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989552689037319",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BOTRAINER",13,TRUE,FALSE,NA,NA
"60","RT @cosainireland: This is how many were/are waiting for beds inside A&amp;E departments:
15th Nov 2018: 456
15th Nov 2019: 460
16th Nov 2020:…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989552571600897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PresElectLM",567,TRUE,FALSE,NA,NA
"61","RT @hanimomo: Covid cases on the rise again but this dr from Sg Buloh Hospital was asked to take down his tweet and to keep it hush-hush. T…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989552462495752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","byhazwanii",2768,TRUE,FALSE,NA,NA
"62","If vaccines are the ticket out of the pandemic, why does the Yukon have the highest 7-day average case rate in Cana… https://t.co/tkcAYrzovd",FALSE,0,NA,2021-11-17 15:13:47,TRUE,NA,"1460989552215171082",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","rick_pittman",0,FALSE,FALSE,NA,NA
"63","RT @BernieSpofforth: Those who ..

🔹Disagree with Governments Covid strategy 
🔹disagree with lockdowns, 
🔹disagree with discrimination 
🔹di…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989551447625735",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MouldsSylvia",188,TRUE,FALSE,NA,NA
"64","RT @Azpapip: Rakyat Malaysia yang dikasihi,
 Please be aware that we are expecting next COVID-19 wave in December 2021.There will be surge…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989551330037768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_szybhri",22451,TRUE,FALSE,NA,NA
"65","RT @APFactCheck: A Pfizer official confirmed the wife of the company's CEO is alive and well, contrary to widely-shared social media posts.…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989551028183049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Upschittscreek1",520,TRUE,FALSE,NA,NA
"66","2 years ago, the first person was positive for covid. today, millions are dead because of it. in my country, people… https://t.co/YqrzVHpuPM",FALSE,0,NA,2021-11-17 15:13:47,TRUE,NA,"1460989550734544896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","swifttimeline13",0,FALSE,FALSE,NA,NA
"67","RT @Crypto_guy_01: @PeterMcCormack Bankruptcy worse than Greece coming to UK. Govt will use covid and unvaccinated to create more division…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989550679973888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheMassMinority",1,TRUE,FALSE,NA,NA
"68","RT @AP: Overdose deaths have been rising for more than two decades and jumped nearly 30% in the year ending in April 2021. Experts believe…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989550520672260",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shirley_Perez",1,TRUE,FALSE,NA,NA
"69","RT @AmerMedicalAssn: There are no risks to fertility or the ability to become pregnant after receiving a #COVID19 vaccine. Anyone or anythi…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989550356930562",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EhsanHosai",3,TRUE,FALSE,NA,NA
"70","RT @CromwellStuff: When we attended car crashes all protective gloves etc were bagged and incinerated by the medical services. Yet covid ma…",FALSE,0,NA,2021-11-17 15:13:47,FALSE,NA,"1460989550155771909",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","scotchnutz",277,TRUE,FALSE,NA,NA
